label	document
0	왕이 앉는 용상 뒤편에는 일월오봉도 병풍이 있어요
0	승화루와 칠분서승화루는 세자가 공부하는 도서관이에요
0	칠분서는 승화루와 지금은 터만 남은 세자궁이었던 중희당을 이어주는 복도예요
0	대조전왕비가 사는 건물로 왕과 왕비가 잠을 자거나 쉬는 공간이에요
0	부용지와 부용정부용은 연꽃을 말하는데요
0	부용지는 네모난 모양의 연못이에요
0	영화당과 춘당대영화당 앞의 넓은 마당인 춘당대는 과거 시험을 보던 장오예요
0	왕은 시험을 지켜보고 합격자에게는 어사화와 술을 내렸어요
0	그리고 왕이 활쏘기 연습을 하던 장소이기도 해요
0	주합루어수문을 지나 층으로 된 건물인 주합루를 만날 수 있는데요
0	정조가 세운 건물로 층 규장각에는 왕실 도서를 비치하였고 층 주합루는 공부를 하는 곳으로 쓰였어요
0	애련지와 애련정창덕궁 애련지와 애련정애련지 연못으로 물이 흘러드는 곳에 돌로 용머리를 조작한 것이 눈에 띄어요
0	숙종이 이곳 연못과 정자에 연꽃을 사랑한다는 뜻의 애련이라고 이름을 붙였어요
0	연경당연경당에는 서재로 쓰인 선항재의 독특한 해가림막이 유명해요
0	봄가을에는 선향재의 책들을 꺼내 말렸어요
0	옥류천과 청의정청의정은 창덕궁 후원에서 유일하게 초가지붕을 한 정자예요
0	청의정 바로 아래 바위와 폭포로 어우러진 옥류천이 있고 옆에는 작은 논이 있어요
0	오늘 도서관에서 책을 빌려 가족이나 친구들과 함께 체험을 떠나보세요
0	안녕하세요
-1	잇님들 꽃샘추위가 물러가니 봄이 오려나 싶은데 미세먼지가 몰려오네요
0	일반관람과 문화재 해설사와 함께하는 특별관람이 있어요
0	우리는 일반관람으로 입장료는 대인 원 이에요
0	당일 회 유효한 입장권이구요
0	세 이하장애인 세 이상 노인분은 무료 입장이에요
0	참고로 휴관일은 월요일 이에요
0	창덕궁 안내장도 한장 챙겼어요
0	창덕궁은 서울시 종로구에 위치한 조선 시대의 궁궐인데요
0	먼저 확실한 창덕궁 나들이에 포인트가 될 한복 빌리기 바로 앞에 위치한 한복렌탈샵에으로 방문했어요
0	한옥마을 곳곳에 한복 대여소가 있기때문에 취향따라 방문하는거 추천드려요대여비는 한복 한벌당 원 원 정도로 비슷하고 벌 빌리면 벌 서비스인 곳도 있으니친구들과 함께라면 합리적인 곳에서 대여하는것도 좋겠어요
0	불행한 역사 속에서 탄생한 창덕궁창덕궁은 경복궁에 이어 두번째 궁궐인데요
0	나라에 전쟁이나 큰 재난이 일어나 공식궁궐을 사용하지 못할 때를 대비해 지은 궁궐이래요슬픈 역사 속 한 대목이지요
1	다른 궁궐들이 왕의 권위를 상징하기 위해 인위적으로 지어졌다면창덕궁은 자연스럽고 아름다운 궁궐 이에요
0	서울특별시 종로구 율곡로
0	김이경 글김수자 그림파란자전거 펴냄 오늘은 우리 친구들과 조선시대 궁궐인 창덕궁에 대해 알아보고 우리나라 세계문화유산인 수원화성 장경판전 종묘 등도 살펴보며 우리 문화의 가치에 대해 수업합니다
0	먼저 조선의 대 궁궐을 살펴보아요
0	          조선의 대 궁궐은 경복궁 경희궁 창덕궁 덕수궁 창경궁입니다
0	왕족들이 살던 규모가 큰 건물인 궁과 둘러싼 담이나 문의 궐의 합성어로 일제강점기 때 기능이 많이 상실됐지만 꾸준한 복원사업으로 현재 모습을 재현하고 있습니다
1	창덕궁의 아름다움을 감상하며 둘러보아요
0	필독서를 살펴보며 창덕궁의 건물의 이름과 기능에 대해 알아볼게요 필독서 뒷면에 조선의 궁궐부터창덕궁의 정문인 돈화문부터 금천교 진선문 인정전 선정전 대조전 승화루와 칠분서 낙선재 부용지와 부용정 영화당과 춘당대 주합루 애련지와 애련정 연경당 옥류천과 청의정 에 대해 자세하게 소개되어 있습니다
0	우리 학년 친구들에게 너무 어렵진 않을까학습만 반복적으로 하기도 그렇고 정취를 느끼고 싶었는데 나름 접근법을 생각하며 고민해 보았습니다
0	쉽고 재미있는 반복 학습을 어떻게 할까이번주는 학년 수업 준비 과정이 제일 어려웠어요
0	친구들이 샘의 준비에 따라 재미있게 잘 익혀주길 바라며 교재가 주로 내용 정리 부분들이라 하나하나 교재 외 수업 자료들을 고민하며 만듭니다
1	유익하고 재미난 참여 수업을 시작합니다
0	첫 번째 필독서 정독 하고 창덕궁 지도를 각자 정리하여 봅시다 미리 친구들에게 책을 보며 정보에 밑줄 그으며 정독하고지도 정리를 해 오도록 부모님 찬스를 활용했습니다
1	감사드립니다
1	아이와 저와 우리 어머님까지 한마음이 되었을 때 실력도 늘고 수업의 효과도 몇 배가 됨을 느낍니다
0	관람 동선입니다
0	정문 돈화문 금천교 진선문 진선문 마당 행사 인정전 마당 인정전 선정전 대조전 승화루와 칠분서 낙선재 후원으로 길 걸어가기 부용지와 부용정 연화당 춘당대 어수문 주합루 애련지와 애련정 연경당 옥류천 일대 청의정 끝 자 이제 본격적으로 퀴즈 풀며창덕궁 같이 관람 시 작 누가 누가 같이 갈까요
0	누가 관람을 무사히 마칠까요
-1	퀴즈가 만만치 않습니다
0	창덕궁 지도내용과 필독서를 섞어서 퀴즈를 만들었습니다
-1	어두워졌다
0	월 분 부 팀이 은 정 서 최 서 신 경월요일 분 부소신있게 든 최 서 군이 혼자 맞혔네요
0	월욜팀은 아쉽게도 퀴즈가 다 끝날 때까지 전원 창덕궁 관람을 마치지 못했어요
0	신 경이와 최 서가 마지막 청의정에서 멈췄어요
0	자 명은 대조전 들어가서 왕과 왕비 침실 관람하고 있고 명은 선정전에 좀 더 오래 머무르면서 집무실 구경하면 돼 친구들이 마음이 상하지 않도록 틀린 게 중요하지 않으니 선정전 새해 행사도 더 보고 부용지 연꽃 구경도 더 하면 된다고 천천히 관람하라며 달래봅니다
0	수 분 부 팀유 겸 윤 은 윤 영 이 훈수요일 분 부와우 전원  정답입니다
0	초반에는 접전을 벌이던 이 팀은 후반부에 활약을 펼친 덕에 윤 은이가 제일 먼저 창덕궁 관람을 마치고 밖에서 친구들을 기다립니다
0	넌 너무 빠른데 혼자 가지말고 후원 가는 길에서 좀 쉬면서 친구들 기다리면 어떻니너무 앞서가는 친구는 후원으로 가는 길에 번 정도 쉬라고도 하며 친구들과 같이 가게 조금 기다리기도 합니다
1	친구를 배려하는 맘이 너무 이쁩니다
0	아 왜 넌 뒤로 다시 가 문제 풀고 중간점검 때 뒤로 돌아가는 친구에게 아이들이 물어보네요
0	어 나 가방 두고 왔어 역시 우린 이기고 지는 것보다 늦었다고 속상해하지 않고 즐길 줄 아는 친구들이에요
1	친구와 함께 하는 것의 소중함과 즐거움을 압니다
0	토 시 부 팀김 원 윤 영 김 영 이 향가 반반 갈렸네요
0	정답은 입니다
0	이 팀은 마지막 코스인 청의정에 모여있어요
0	전원 관람 실패 친구 명이 관람 마치고 나오고 다시 명이 나오고 명만 청의정에 머물렀어요
-1	친구가 속상해하는 마음이 느껴져 재미로 한 수업이었지만 저 또한 맘이 신경쓰였답니다
1	선생님 저 다시 돌아가서 친구랑 같이 나올래요 저두요 저두요 너무 마음이 예쁩니다
0	통과하면 작지만 선물을 준다고 했기 때문에 그냥 나올 수 있었는데 최근 새로 온 친구를 위해 우리 아이들 셋이서 다시 손 잡아주러 들어갔습니다
1	앞으로도 친구를 배려하는 예쁜 마음 간직하길 바라 토 분 부 팀김 인 임 원맞았어요
0	정답은 입니다
0	이 팀은 한 문제 차이로 임 원 친구만 미션 수행했네요
0	세 번째 반복관람 후 다시 장소를 기억해 보며 붙임딱지를 붙여요 깔깔깔 게임식 수업을 마치고 다시 집중 모드로 들어가서 정리를 합니다
0	네 번째 반복 다 붙였나요
0	이제 앞에 나와서 선생님이 오려둔 곳들 맞는 위치에 갖다 붙이세요
0	친구들이 개 골라서 장소에 붙입니다
0	창덕궁 안내가이드가 되어도 될만큼 반복했는데 아직 헷갈리는 친구에겐 집에 가서 책 한번 더 읽어오기로 약속했습니다
0	스스로 약속 지키자 이제 우리나라 유네스코 세계 문화유산을 보며 그 가치를 느껴보겠습니다
0	친구들이 창덕궁에 집중해서 암기하기보다는 오늘의 수업을 계기로 궁궐과 문화재에 대한 호기심이 생길 동기부여가 되고 우리 문화유산을 보며 자긍심을 갖길 바랍니다
0	조선의 궁궐에 관심도 가지고 서울 갈 일 있을 때 경복궁 창덕궁 덕수궁 돌담길도 걸어보라 했습니다
1	같이 자랑스러운 우리 문화유산을 감상해보아요
0	수원화성입니다
0	        조선 정조 임금 때 정약용에 의해 설계된 수원화성은 성곽의 과학적 건축 설계뿐 아니라 자연과의 아름다움까지 지니고 있는 계획 도시입니다
0	합천 해인사의 장경판전입니다
0	         고려시대 몽골의 침입을 부처의 힘으로 막아보고자 대장경판을 만들었지요
0	팔만대장경은 유네스코 기론유산으로 지정되었는데 팔만 대장경이 년간 썩지 않은 것은 장경판전의 어떤 과학 원리일까요
1	궁궐의 단청과 곡선미를 보겠습니다
0	종묘 정전입니다
0	          종묘는 왕과 왕비의 제사를 지내던 사당으로 위패를 모시던 곳입니다
0	제사의 중요성과 선대 왕들을 기리는 마음이 느껴지시나요
0	이제 유네스코 세계문화유산 감상평을 정리해보겠습니다
0	기존 독후활동은 창덕궁 동시 쓰기였어요
0	창덕궁의 계절 영상을 보여주고동시를 써도 참 좋을 것 같으니 가정에서 사고 확장으로 해 보시길 추천합니다
0	유네스코 세계 문화유산을 텍스트로 보는 것보다 좀 더 와닿게 하고 싶어서 영상 보고 줄 감상 적기로 대체했습니다
0	쌤 주특기가 문서 만들기죠 제가 또 휘리릭 시간이 촉박했기에 활동지 다 채운 친구들만 일부 올립니다
1	친구들과 함께 창덕궁 나들이 즐거웠나요
0	재미도  배경지식도  책에 대한 흥미까지  어려운 비문학을 어머님들의 탄탄한 정독 습관과과제 정리 도움 덕분에좀 더 궁궐과 유네스코 세계 문화유산까지도집중할 수 있었습니다
0	학년 친구들 어려운 내용 익히느라고 힘들었을텐데앞으로도 어떻게 하면 쉽고 재미있으면서 유익하게 할지 쌤이 고민 많이 할테니 잘 해 보아요
0	이번주 우리 친구들 모두 모두 고생했어요
0	동래한우리 안락한우리 동래논술 안락논술 안락 안남초 충렬초 학년 궁궐 창덕궁 수원화성 팔만대장경 문화유산 참여수업
0	조선 시대 대 궁궐은 경복궁 창덕궁 창경궁 경희궁 덕수궁이에요
0	경복궁이 조선의 법궁이지만 임진왜란 때 소실 된 이후에는 왕과 왕의 가족들은 주로 창덕궁에서 지냈어요
0	창덕궁은 경복궁의 동쪽에 있어서 동궐이라고도 불려요 는 창덕궁을 여행하는 느낌으로 감상할 수 있어요
0	김이경 작가의 글과 김수자 작가의 일러스트가 어우러져서 창덕궁의 아름다움을 잘 표현하고 있어요
0	첫 장을 펼치면 창덕궁의 모습이 한눈에 펼쳐지네요
1	창덕궁을 싸고돌아 비원으로 들어가는 길과 부용정의 위치까지 그림을 보고 있으면 창덕궁 견학 추억이 새록새록 떠오르네요
-1	코로나 만 아니면 주말에 라고 타고 가련만 봄 가을 겨울의 창덕궁의 아름다움은 마음에 담았지만 장마철에 창덕궁은 또 어떤 모습일까요
0	창덕궁의 정문인 돈화문에는 종과 쇠북을 걸어 시간을 알렸어요
0	새벽 시가 되면 대궐에서는 번 북을 쳐서 아침을 알렸다고 해요
0	임금님과 왕비가 하루를 시작하는 시간이라고 했더니 학생들은 임금님도 참 힘들었을 것 같다네요
0	 출처 돈화문을 들어서면 서울에서 가장 오래된 돌다리인 금천교가 있어요
0	금천교를 건너서 진선문으로 들어가 인정문을 통과하면 인정전과 넓은 마당이 나와요 인정전 앞마당을 조정이라고 해요
0	가운데에는 임금이 다니는 어도가 있고 양쪽으로 신하들이 서열에 따라 줄을 서는 품계석이 놓여 있어요
0	이곳에서는 새해나 왕의 생일 등 나라의 공식적인 행사를 지냈다고 해요
0	음력으로 한해의 마지막 날에는 잠을 자지 않고 불꽃놀이를 즐기기도 했어요
0	다시 인정문으로 나와서 숙장문으로 들어가면 왼편에 선정전이 있어요
0	선정전은 왕이 나랏일을 보던 곳이에요
0	청기와를 얹은 지붕이 다른 건물에 비해 눈에 띄죠 선정전 뒤에는 왕과 왕비가 생활하던 대조전이 있어요
0	그 옆으로 난 길을 걸어가면 후원으로 향하는 숲길이 나와요 후원의 다른 이름은 비원이에요
0	창덕궁 후원에 들어서면 여기가 서울의 한복판이라는 사실을 잊게 돼요 
1	숲 한가운데 있는 고요함과 아늑함이 있어 어느 계절에 가도 아름다움으로 추억할 수 있는 곳이죠 
1	후원 길을 산책하다보면 어느새 다다르는 부용지와 부용정은 창덕궁의 숨겨둔 절경이라고 할 수 있어요
0	부용은 연못을 뜻하는 말로 왕이 배를 띄우고 낚시를 즐기던 연못이 부용지이고 그 옆에 있는 정자가 부용정이에요
0	부용지는 네모난 땅을 가리키는 연못 한 가운데에 하늘을 뜻하는 둥근 섬이 있이 있는 호수입니다
0	땅과 하늘이 어우러지듯 신하와 임금이 어우러져서 백성을 위한 정치를 해야 한다는 의미를 담고 있어요
1	부용지에 부용정과 왕실 도서관인 주합루가 거울처럼 비친 모습은 언제나 감탄을 자아내게 하는 아름다움이 있어요
-1	몽몽 출처 책으로 떠나는 창덕궁 나들이 코로나 도 무섭지 않아요
0	책을 감상하고 학생들과 창덕궁 단면도에 안내문 만들기를 했어요
0	창덕궁 나들이 하는 느낌으로 조잘조잘 이야기도 하면서 질문도 하면서 만들기를 했더니 시간이 금방 지나 갔네요
0	미래를 이끌어갈 어린이들이 분 제한 시간으로 작성한 시입니다
0	애정의 눈빛으로 감상해 주세요
1	따뜻해진 날씨 덕에 이번엔 성북동 데이트를 했다
0	이번 포스팅이 과연 월에 어느 예쁜 곳을 다녀갈까 고민중인 커플 친구들에게 도움이 많이 되었으면 좋겠다
0	성북동 가볼만한 곳을 검색하던 중 우연히 알게 된 엔디드성북 카페 성북동 데이트 엔디드성북 엔디드성북 카페 외관을 보고 마음에 들어 찾아봤더니 이 곳은 예약제로 운영되는 곳이었다
0	인스타그램으로   을 검색한 후 날짜 시간 이름 인원 차량유무 연락처 등을 적어을 보내면 빠른 시간 내에 직원 분이 예약 가능 유무를 답변 주신다 처음에 예약했던 날짜와 시간대는 까이고 결국 일 후 부처님 오신 날 예약 되었다
0	이걸 보면 많은 분들이 대체 왜 예약까지 라고 할 수 있겠지만  오랜만의 드라이브라 멀리 가고 싶었고 우리의 목표 였던 낙산공원 근처 조용하고 아늑한 카페를 가보고 싶었다
-1	요 앞에서 사람들이 많이 서서 인증사진을 제각각 남기고 있었다
1	조금 더 맑고 화창한 날에 방문하면 푸른 하늘과 푸르른 나무들 사이에서괜찮은 인증샷을 남길 수 있을 것 같다
0	성북동데이트 엔디드성북 사진맛집 요렇게 계단을 따라 내려가면 카페의 입구를 마주할 수 있다
1	계단을 내려가면서 들리는 음악소리가 너무 좋았다
0	예약한 시간 정각부터 입장 가능한 엔디드성북 인스타그램 을 통해 예약 관련 연락을 드리면 관련 주의사항을 전달 받겠지만 예약한 시간 정각에 입장할 수 있도록 도와준다 카페 내부를 구경하다
1	보면 전체적으로 꽃과 식물이 많은 공간을 차지하고 있다
0	플로리스트가 운영하는 카페라 그런지 식물작업실도 있고 플로럴 아트전시도 기간제로 진행되고 있었다
0	엔디드성북의 매력 중 하나가 바로 이 스피커가 아닐까방문하시면 알겠지만 깔끔하고 청량한 음악이 이 공간을 가득 메우곤 하는데음질이 뛰어나 집에 요 아이가 있었으면 좋겠다는 생각이 가득가득 들었다
0	엔디드성북에 들어서면 내가 원하는 자리에 앉을 수 있는데 인용 좌석도 있고 긴 테이블도 있어 원하는 곳에 앉기만 하면 된다 참고로 요기는 노키즈존이라 그런지 대규모 가족단위 보다는 연인 모녀친구 정도의 비율이었다
0	우리가 선택한 자리 통창을 통해 저 멀리 보이는 풍경을 감상할 수 있으면서도나란히 앉아 오손도손 대화하기 좋은 자리였다
0	메뉴 주문하는 카운터와 가장 가까운 자리이기도 하였다
0	사실 먹고 싶었던 브라우니 디저트가 있었는데 시에 방문했을 즈음엔 이미   상태였어서구경 한 번 못해본게 아쉬웠지만 마쉬멜로우 쿠키 또한 정말 맛있었기에 우리가 앉은 자리 외에도 테라스 자리도 있으니 월에 방문한다면 테라스 자리에 앉아 커피를 마시는 것도 괜찮지 않을까 시간 분 가량 있을 수 있는 성북동 엔디드성북 특히 차를 가지고 데이트하는 커플들에게 성북동 데이트 코스 중 하나로 엔디드성북을 한 번쯤 추천한다 서울특별시 성북구 선잠로 다길  층 엔디드성북참고 차 가지고 올 때 길이 가파른 언덕길이에요
0	롤러코스터 타는 기분을 살짝 느낄 수 있음 열심히 먹었으니 창덕궁 한 바퀴 슝 성북동 데이트 창덕궁 차로 멀지 않은 위치에 있어 서울 종로구에 위치한 창덕궁까지 방문했다
0	갈수록 사진 실력이 일취월장 중인 세잉이 덕에 오랜만에 인스타그램에 근황 업로드를 했다
0	팔로워 명 팔로잉 명 게시물 개 님의  사진 및 동영상 보기  깨알 인스타그램 홍보 성북동 데이트 모짜배고프니 저녁으로 배를 채울 파스타 피자 맛집 모짜 피자를 먹고 싶다
0	던 오빠와 함께 방문한 성북동 모짜 대로변 모퉁이에 있는 가게라 가게 바로 앞에는 주차할 곳이 없으며 성북동 돼지갈비집에 주차를 해야 하고 시간에 원 식전빵 대신 바삭바삭한 고구마를 주는 곳 오 과자 대신 이렇게 먹으면 괜찮겠다 싶었다
0	주변에 모임을 진행하시던 아주머니들이 많아 가게 안이 좀 시끌벅적하긴 했으나음식 맛은 괜찮았던 모짜 서울특별시 성북구 성북로 다음에도 성북동 근처를 방문한다면 가볼만한 의향이 있는 곳 앞으로 또 어디를 다녀와볼까 좋은 곳 있으면 추천해주세용 성북동데이트 엔디드성북 성북동카페 성북동맛집 성북동모짜 창덕궁나들이 그건 그렇고 오늘 연차 얏호
-1	으아 코로나 진짜 초등학교 학년 수업을 앞두고 코로나 가 더더더더 원망스러웠습니다
-1	아이들과 함께 창덕궁 가지 못한 아쉬움을 달래며 자료로 공백을 메운 수업 입니다
0	월 주차 필독서 이런 수업은 열 번 책을 보는 것보다 한 번 창덕궁 다녀오는 것이 최고인데 말이죠 
0	경복궁 창덕궁 덕수궁 창경궁 경희궁 우리 나라 대 궁궐 중 어디를 가 보셨나요
0	저는 개인적으로 대 궁궐 중 창덕궁을 가장 좋아합니다
1	창덕궁은 자연의 아름다우을 그대로 살려 세계문화유산으로 등록되어 있는데요
1	필독서 의 삽화는 색연필로 은은하면서 우아한 창덕궁의 기품을 잘 살렸습니다
0	이번 수업은 글쓰기 전략보다 읽기 전략보다 정보 전달이 중요한 수업입니다
0	이런 수업은 역시 자료빨 이죠 직접 창덕궁을 가지 못하니 실제 아이들이 창덕궁을 돌아다니면서 건축물을 보는 것처럼 지도를 펼쳐 놓고 수업하는 것이 좋습니다
0	이번 수업 역시 한우리 별지가 좋더라고요
0	한우리 별지 속 건축물을 큰 그림을 자세히 살펴 볼 수 있도록 따로 자료를 준비하고요
0	국가적 행사와 왕실의 생활상 역사적 시대와 사건들을 자연스럽게 익힐 수 있도록 개인 자료들도 준비했습니다
0	수업하면서 실제 창덕궁 가고 싶다는 아이들 하하하하 선생님도 너희들 손잡고 궁궐 거닐고 싶다
0	실제 저와 함께 경복궁에 다녀온 친구들과 아닌 친구들 사이에서 정보 이해 차이가 있더라고요
1	역시 백문이불여일견 직접 보는 경험이 최고인가 봅니다
0	설명 수업이 끝난 후 원래는 글쓰기 작업을 해야하는데요
0	오늘은 들은 내용을 다시 생각하며 문제 풀기를 했습니다
0	스티커를 붙여 가면 다시 한번 더 내가 살펴 본 곳을 익혀가는 아이들 모르는 문제는 책을 찾아가며 아이들이 스스로 할 수 있도록 기다려줬습니다
0	하지만 여기서 끝이 아니죠 단 콤보로 준비했는데요
0	다음 주까지 소책자 만들어 오세요
0	오늘 배운 내용이 모두 들어 있습니다
0	집에 가서 홀랑 오늘 배운 정보를 잊어 버리지 말고 차분히 앉아서 다시 한번 더 창덕궁을 거닐기 바랍니다
0	창덕궁 입장료 운영 시간 휴무일 안내 ＊ 운영 시간 화 금 ＊ 휴무일 월요일＊ 입장료 원 후원까지 관람 시 원 자세한 내용은 아래 공식 홈페이지를 참고해주세요
1	서울 궁궐 중 가장 크고 오래된 문으로 웅장하고 기품있는 모습입니다
0	문 오른쪽으로는 매표소가 있어서 그 곳에서 티켓을 구매하시면 됩니다
0	돈화문 지붕에 가장자리를 보면 조그만 조각상 같은 것들이 있는데 이것이 바로 잡상입니다
0	나쁜 기운을 물리치는 벽사의 의미를 가지고 있어요
-1	돈화문을 통해 입장하니 저렇게 힘겹게 서있는 나무가 있어요
1	예전부터 있었던 아주 오래된 회화나무에요
0	이 곳은 그 유명한 창덕궁의 중심 인정전입니다
0	왕의 즉위식이나 외국사신을 맞는 등 공식행사를 치르던 곳입니다
0	드라마나 영화에서 신하들이 넓은 마당에 쭉 서있는 모습을 많이 보셨죠이 넓은 마당을 조정이라고 해요
1	조정을 자세히 보면 지나칠법한 이렇게 오래된 박석도 보여요 옆에 있는 다듬어진 돌과는 다르죠 울퉁불퉁 세월의 흐름이 느껴지시나요
0	인정전 앞에 있는 이 항아리는 바로 드무라고합니다
0	방화수의 역할을 했던 상징적인 물건이에요
0	인정전 천장 쪽을 볼까요
0	화려한 샹들리에가 보이시나요
0	여년 전 창덕궁에도 전기가 들어옵니다
0	조선의 전통 건축 외형부터 서양식 내부 꾸밈까지 시간을 넘나드는 물건이 바로 이 곳에 모여있답니다
1	신기하죠 이 곳은 희정당입니다
0	본래 침전이었으나 추후 왕의 집무실로 사용되었던 곳입니다
1	그런데 뭔가 입구가 특이하죠우리 조상님들은 왜 이렇게 만들었을까요
0	이 곳은 낙선재로 가는 길입니다
1	양쪽으로 꽃이 예쁘게 피어있고멀리는 현대적인 건물이 보여 색다른 느낌이네요
-1	이 곳 낙선재에도 가슴아픈 이야기가 담겨있답니다
0	어떤 사연이 있을지 궁금하지 않으신가요
0	창덕궁에 대해 더 많은 이야기가 궁금하시다면 투어라이브를 들어보세요
0	사용 방법은 어플을 다운받아 해당 투어를 결제 후 미리 다운받아가시면 됩니다
0	그 다음 창덕궁에 도착해서 오디오를 재생하면 투어 시작 가이드님의 안내에 따라 각 스팟을 이동하면서 들으면 되니 아주 쉽죠 창덕궁 오디오 투어 추천 현재 창덕궁 관람 해설은 코로나 로 잠정 운영 중단이 된 상태인데요
0	이런 시기에 여러 사람들과 함께 하는 투어도 조금은 조심스럽죠 특히 창덕궁 오디오 투어는 이런 분들께 추천드려요 창덕궁에 담겨진 이야기가 궁금하신 분 역사를 잘 모르지만 쉽고 재미있게 역사 이야기를 듣고 싶으신 분 궁궐의 이야기부터 우리가 몰랐던 새로운 조선의 이야기를 듣고 싶은 분 아이들과 함께 유익한 시간을 보내고 싶은 부모님 혼자 여유롭게 산책하듯 궁궐을 즐기고 싶은 분 오디오투어 이런 점이 좋아요
1	그저 재미있게 즐기시면 됩니다
0	확실히 설명을 들으며 보는 것과 그렇지 않은 것과의 감동과 지식 차이는 어마어마하답니다
1	효율적인 동선짧은 시간 안에 중요한 곳들을 볼 수 있어요
0	이어폰과 휴대폰만 있으면 끝 투어라이브 오디오가이드와 함께 궁궐 여행해보세요
0	투어라이브 창덕궁 오디오투어 바로가기 ↓↓↓↓↓↓↓↓ 대한민국 서울의 오디오 투어 오디오 가이드를 확인해보세요
0	서울시건강가정지원센터 월월례회의가을창덕궁나들이안녕하세요
0	서울시 건강가정지원센터입니다
0	서울시건강가정지원센터 월월례회의가을창덕궁나들이지난 주 금요일서울시건강가정지원센터에서 월 월례회의가 진행되었습니다
0	월 월센터 내부 다양한 행사와가족축제진행으로바쁜 가을을 보낸 직원들을위해 월 월례회의에는창덕궁 가을 나들이 일정을 추가해가을 정취를 느껴보는 시간을 가졌답니다 가을 낙엽이 빨갛게 물든 창덕궁 창덕궁에 대해 잠시 알아볼까요
0	현재 남아있는 조선의 궁궐 중그 원형이 가장 잘 보존되어 있다고 하는창덕궁 아래 관람정보를 참고해방문해 보시면 좋을 것 같습니다
0	위치 서울특별시 종로구 와룡동 창덕궁 돈화문 안국역 번출구 도보 분개인 입장료는 원단체 인 이상은 원이며자세한 금액은 아래 표를 참고하시면 됩니다
0	입장 시간도 월마다 차이가 있는데요
0	월부터 월까지는 월부터 월까지는 월부터 월까지는 월부터 월까지는 이며 입장은관람 종료시간 시간전까지만가능합니다
