label	document
1	오히려 저희가 입고 온 옷보다가볍고 편했어요
0	평상복을 입다가 한복을 입었을 때확실히 선이 더욱 고와 보이는 게 눈에 띄어요
0	한복은 상체는 짧고 하체는 폭이 넓고 길기 때문에안정감 있고 우아한 느낌을 준다고 합니다
0	그래서 입었을 때 다리가 길어 보이고 얼굴이 작아보도록체형 보완이 되어 자신감을 업그레이드할 수 있어요
1	나이 상관없이 부모님도 한복을 입으니너무 고와서 사진을 많이 찍어드렸어요
1	특히나 밝은 색감의 한복을 입으니저절로 미소가 지어지더라고요
1	경복궁의 경우 외국인이 많아 사람이 많지만그만큼 아름답고 볼 것이 많은 곳이에요
1	하지만 적적하고 조용한 곳을 선호하신다면경희궁도 소소하게 둘러보기 좋아요
1	아 참 한복을 입고 입장하면 입장료가 무료라는 사실 그리고 덧붙여 월에는 야간개장을 하는 곳이 많이 있으니자세한 사항을 홈페이지에서 확인하고 가세요
1	그래도 요즘은 생활 한복을 통해서많은 사람들이 한복에 관심을 가지고 있어요
0	덕분에 애들 학교랑 유치원도 빠지고 약속시간이 시라서 일찌감치 서둘러 도착을 한 창덕궁 주차장이 꽤나 넓었다
0	주차장에 주차를 하고나니 보이는 안내문 월요일이 정기휴일이군 우리가 간날은 금요일이니 다행다행 매표소는 정확히 시에 문을 열었다
0	이사진은 나와서 찍은거 문열기도전에 사람들이 줄을 서서 기다렸다
0	나도 줄서서 기다렸는데 회사분께서 표를 끊어주셨음 우리 식군은 아직 미취학이라 무료입장 창덕궁 꽤나 넓다 신랑님이사진찍으로 갈 곳은 후원입구 거기에 예쁘게 핀 홍매화를 찍으러 창덕궁 입구 왼쪽은 퇴장하는 곳 오른쪽이 입장하는 곳이다
1	입구에 들어서자 마자 보이는 다리인 금천교와 그옆에 핀 벚꽃 역시 내 실력은 초보중에 초보 그냥 이뻐서 찍어봤다
1	곱다 고와 창덕궁내에 있는 문화상품홍보관 겸 카페 가격은 보통의 카페와 비슷하다
1	역시 신랑님이 찍어준 남매 사진은 퀄리티가 다르군 그러나 신랑님은 회사분과 낙선재에서 한참을 사진찍느라 시간을 보냈고 남매는 또 지쳐만 갔다
0	넓디 넓은 창덕궁 요기조기 구경하는데 남매는 더 지쳐만 갔다
-1	왜 아빠랑 엄마는 사진만 찍느냐고 결국은 짜증을 덕분에 출구까지 나와서 기다리기로 했다
1	그리고 출구쪽에서 본 안내문 오호 주차도 무료구나 좋다좋아 아빠랑 회사분이 나오자 후다닥 주차장에 있는 우리차로 향하는 식군 미안하다
-1	ㅁ 결국 우리 먹는 동안 식군을 쿨쿨 잠만 잤다는 사실 전날 시가 다되어 잠들었다가 아침 시에 일어났으니 피곤할 만도 하다
-1	여튼 이렇게 우리의 창덕궁 나들이는 끝 애들 데리고 다니기 힘들다
0	우리가 앉은 자리에서 바로 보이는 창덕궁 찐하다 하며 맘에 들어했던 엄마의 자몽에이드와 달달하고 깔끔한 밀크티가 맘에 들었다
0	아쉬웠지만 전각쪽은 자유관람 그리고 후원은 따로 안내를 받아 들어갈수있었습니다
1	오랜만에 유물을 찾아간거라서 정말 제가 오랜 건물냄새를 좋아한다는걸 다시한번 깨달았어요
0	꼭 마약같이 끌리는 느낌이 아 지금 다시 생각해도 행복해요
1	그리고 앞으로 엄청난 포스팅의 양이 나올꺼에요
-1	입장료가 성인 인 원 이것 좀 싸게 할 수 없을까 너무비싸다는 생각이 들었다
-1	연못속의 고기들이 숨이 막힐 것만 같았다
1	당시 수많은 외국인 관람객들과 학교에서 단체로 가을 소풍을 왔는지 정말 인산인해였다
1	사진에서 잘 나오진 않았지만 엄청 멋진 곳에 자리 잡고 있는 층 누각이다
-1	후원을 보려면 입장료 외에 천원의 추가비용이 발생하고 창경궁으로 들어가려면 천원의 추가비용이 발생한다 후원은 금원비원이란 말답게 절대 혼자선 들어갈 수 없다
-1	시간에 맞춰 저 작은 철조문 앞에 서 있으면 안내자의 인솔로 입장하게 된다 개별 행동은 절대 금물이라 했으나 비교적 자유롭게 관람할 수 있다
1	그런데 실제 저렇게 사이좋게 볼 일을 봤을지 의문이다
0	허나 후원을 거닐면 시에 문외한이라도 절로 시가 나올 정도로 풍류와운치가 넘치는 곳이다
0	나는 자연과의 조화와 균형의 미의 정수라고 하고 싶다
0	생을 마쳤다
1	옥류천 이곳에서 임금과 신하들이 물가에 앉아 시를 짓고 술을 마시며 풍류를 즐겼다
0	박총입니다
0	삼인회 월 산행이 이번주 토요일입니다
0	이미 공지드린대로 산행장소는 청계산이고 집결시간은 시입니다
0	단 신분당선이 개통되었기에 집결장소를 청계산입구역 번 출구로 하겠습니다
0	호선 이용자는 양재역에서 환승하시면 되고 호선 이용자는 강남역에서 신분당선으로 환승하시면 됩니다
0	환승시 표를 따로 냅니다
0	따라서 가급적 교통카드를 이용하시는 게 편합니다
-1	준비물은 각자 간식을 약간씩 부탁드림걸리는 총무가 준비합니다
-1	참석여부를 전화문자나 답장으로 부탁드립니다
0	삼인회 월 가족 송년모임은 월 일 일이며장소는 양평의 산중한담팬션입니다
0	네이버 검색하시면 됩니다
0	따뜻하고 넉넉한 방으로 잡아놨으니 편한 맘으로 오시면 됩니다
0	여러사정으로 부득이 박이 어려우신 회원은 당일 놀다 가셔도 됩니다
1	올해 가을 날씨가 참 오묘합니다
0	일단 따뜻합니다
1	지난 토요일에는 반팔 반바지로 테니스를 즐겼습니다
0	오히려 덥더군요
0	어젠 비가 오락가락 바람도 좀 불고 그 덕에 낙엽도 떨어져서 가을 분위기가 났습니다
-1	단풍구경도 이번주가 막바지 아닐까 싶네요
1	평생 한번뿐인 년 가을을 추억만들기 하시며 즐기시요 창덕궁 그리고 후원에 가서 호사를 누렸습니다
-1	년 서울에 올라온 뒤부터 지금까지 한번도 창덕궁 후원에 가본 적이 없었습니다
1	그 근처에서 근무했던 적도 있었는데도 말이죠 지난 주 회사 동료가 가을 단풍이 너무 예쁘다고 창덕궁을 추천해주었습니다
-1	마땅히 일요일 계획이 없었고 조선왕실의  이라는 후원도 보고 싶어서 가족들에게 제안을 했습니다
0	오랫만에 서울 나들이 간다는 말에 모두 찬성했습니다
-1	일요일 아침 비는 좀 내렸지만 그리 걱정할 수준은 아니었습니다
0	그래도 아그들 비옷과 우산을 챙겼습니다
0	성남촌놈들이 서울특별시에 가는 특별복장으로 차려입고새로 개통된 신분당선 판교역으로 차를 타고 갔습니다
0	저희가 사는 아름마을에서 판교역까지는 차로 분거리 며 지하 층에 환승주차장이 있습니다
0	주차요금은 하루종일 천원이고 환승이용시  됩니다
0	신분당선은 정자역 판교역 청계산역 양재시민의숲 양재역 강남역으로 구성되어 있습니다
0	양재역에서 호선으로 갈아타고 안국역에서 하차 번 출구로 나와 창덕궁의 정문인 돈화문에서 표를 샀습니다
0	표는 두종류가 있습니다
1	창덕궁만 보는 표 후원까지 보는 표그리고 후원은 입장시간이 정해져 있고 그 시간에 후원입구에서 해설사께서 집합을 시키고 안내를 시작합니다
0	저희는 시 분쯤 창덕궁에 입장하여 여기저기 둘러보다가 시 정각에단체 입장을 했습니다
0	해설사 이거 명칭이 맞는 지는 모르겠습니다
0	아무튼 아주 재미있게 설명을 해주십니다
0	장장 시간 분 동안 마님은 너무 재미있어하며 이분을 졸졸 따라다니며 연신 고개를 끄덕이셨습니다
0	저는 그 시간 가을 후원을 아이폰에 담느라고 조선왕실의 여러가지 이야기는 못 들었습니다
-1	이후 시 분에 창덕궁을 나왔고 늦은 점심을 먹기위해 서소문의 맛집고려 삼계탕으로갔습니다
1	삼계탕 세그릇을 시켜 배부르게 먹고 집에 있는 하련이를 위해통닭 한마리를 포장했습니다
0	남은 삼계탕도 포장해 달라고 했습니다
0	한편 둘째 정민이가 서울 나들에 따라 나선 이유는 남대문시장에 가서 지 옷을 사달라고 조르기 위해서였습니다
0	그주장에 힘입어 남대문시장에 들렀으나원래의 목적인 아동복 구입은 포기했습니다
0	시장 전체의 아동복 매장은 일요일에 쉰다고 하네요
0	하지만 그냥 갈 수는 없어서여인네들의 저렴하고예쁜신발을 하나씩 샀습니다
0	집으로 돌아가는 길은 오전 상경코스의 역순 피곤해서 나가수 보고 밥 먹고 바로 잤습니다
0	마님은 밤새 끙끙 앓았습니다
0	안나푸르나 다녀온 듯 신분당선 제일 앞칸에 타시면 정면 유리창을 통해 생소한 구경을 할 수 있습니다
0	창덕궁은 가을정취가 최고라고 해설사분이 강조하시더군요
1	정말 좋았습니다
0	이번주에 가세요
-1	사진 첨부 일요일 지하철은 크게 붐비지 않아 쉽게 자리에 앉아 갈 수 있었습니다
0	다만 오다가다지하철을 잘못타서 번 헤맸습니다 가족들에게 개망신 당함
0	애련지 일대입니다
1	연못의 색이 참 이쁘죠 연경당 가는 길에 주합루쪽으로 넘어가는 입구일것으로 보이는 문이런것 찾는 소소한 재미도 참 쏠쏠하지요
1	이건 연경당 입구쪽에서 본 의두각 들어가는 문이곳은기오헌 입니다
0	애련지 앞에서 자리하고 있는데요
1	순조임금의 맏아들이신 효명세자께서 독서를 즐겨하셨다고 하는 백골집입니다
-1	백골집이란 단청을 칠하지 않은 집을 이야기하는데요
-1	저는 이렇게 단청을 칠하지않은 나무의 느낌이 물씬나는소소한 백골집을 참 좋아합니다
0	오래되어도 이런 건물이 더 운치가 나죠 이것은 기오헌 옆에 있는단칸짜리의 의두각입니다
0	이 문은 주합루로 넘어가는 문입니다
0	저렇게 숨어있어요
1	주합루는 도서를 보관하던 곳이니 책가지러 가기 편하게 만드셨나봐요 이곳은 연경당으로 들어가는 장락문입니다
0	연경당은 궁궐의 전각같지않게 사대부의 일반 사가를 본따 만든것으로 여기서 여러가지 연회를 하는등 공연이나 행사의 장소로 사용되었다고 합니다
1	물론 일반 사대가의 생활을 즐기기위해 만들기도 하였겠지요
0	이곳은 연경당의 사랑채 입니다
1	그리고 이건 사랑채 앞에말에 타고 내리는게 편할수있게 만들어놓은 하마석입니다
0	그리고 이곳은 사랑채 동편에 있는 선향재입니다
0	이곳에서는 책을 읽고 보관하던 서재로 사용하였던 곳이라 합니다
-1	이곳은 배치상 서향이 불가피해서 하루종일 햇살을 피할수가 없는데이때 바로 선조의 지혜 차양을 설치하여서창호를 달아 줄을 걸어 여닫을수있게 설치해 놓았습니다
0	이것은 선향재의 현판 그리고 이곳은 특이한게 안채와 사랑채의 문을 다 열어놓으면 저 뒤에 선향재의 모습까지 보이도록 일직선으로통할 수있는 구조로 되어있습니다
0	이곳은 연경당의 안채그리고 저기 사랑채 누다락 아래의 방에 불은 넣는 부엌과 사랑채쪽으로 들어갈수 있는 샛문입니다
1	연경당 안채 뜰에서 사랑채 뜰로 넘어갈수 있도록 만들어놓은 정추문입니다
1	그리고 이것은애련정 구역으로 들어가는 불로문보시다시피 하나의 돌을 깨내서저렇게 만들어 놓은 것입니다
-1	말 그대로 늙지않는 문 장수를 바라시면 이 문으로 애련지와 애련정입니다
1	물색도 너무 이쁘고 이제 물들기 시작하는 애기단풍들도 너무 아름다웠습니다
0	이제 점점가을빛으로 변해가는 애련지 일대였습니다
0	월말에서 월 초가 단풍이 가장 아름답다고 가이드 언니한테 팁을 받았습니다
0	저랑 가실 분
0	낙선재 덕혜옹주가 세상 떠나기 얼마전 낙선재에서 오래오래 살고 싶다는 글을 남겼다
1	한다 무심히 스쳐지나가듯 둘러보는 이 공간이 누군가에겐 가장 편안한 안식처였음을 햇살은 봄이건만 멀리 보이는 하늘은 손바닥 만하구나 봄햇살과 더불어 마음의 온기가 따듯하게 몸을 덥힌다 그래 가자 마음 닿는 곳으로
0	삼삼와입니다
0	동궁의서재였다고합니다
0	동궁은다음임금즉임금의아들로세자가되어머무는곳이었다고하네요
0	조선의 임금은 평생 공부를 열심히 했는데 특히 세자 시절에 집중적으로 열심히 공부를 했다고 합니다
1	당연히 서재 도서관은 충분히 커야 했겠지요
0	상랑정이보입니다
0	넓은공터도있습니다
0	낙선재 여행객들이잠시쉬고있네요
0	낙선재는일종의사랑방이었다고합니다
0	화려하지않고소박하네요
0	굴뚝이보입니다
0	수강재입니다
0	궁궐에비해소박한모습의건물이네요
0	이렇게창덕궁나들이를다녀오긴했는데그냥구경만하고온 것같아아쉬워요
1	뭔가좀더공부를하고다녀왔으면좋았을텐데말이에요
0	하나하나모두사연과용도가있는건물이고가치도있는건물이니다
1	음에올때는공부를많이하고와야겠습니다
0	서울나들이를 다녀오던 날사실 연수를 마치고 마지막 날에 창덕궁 나들이를다녀왔습니다
1	친구가 가보고 싶다고 했거든요
-1	인근 공영주차장은 차 대기가 쉽지 않더라구요
0	근처에 유료 일반 주차장에 차를 대고 편하게 관람하고 왔습니다
1	서울특별시 종로구 와룡동 창덕궁 나들이는궁궐전각만 보는 것과 후원까지 보는게 있어요
0	둘은 요금도 다르니원하는 코스로 고르시면 될 듯 합니다
1	일반 궁궐전각을 보는건 원이면 볼 수 있습니다
1	생각보다 궐 안의 문들이 많아서구경하는데 한시간 반 정도 걸리더라구요
1	날도 좋고 고궁만의 편안함 덕분인지관광 더하기 힐링을 하고 온 듯 했습니다
-1	관람방향을 곳곳마다 표시해 두어서중간에 여기가 어디지 하고 잠시 헤매게 되어도걱정없이 길을 찾을 수 있습니다
1	궁궐 자체도 예쁘고하늘도 예쁘고 곳곳의 나무도 파릇파릇해서사진 찍기에도 좋아요
0	왠지 궁녀가 되어보기도왕이 되어보기도 왕비가 되어보기도 하면서열심히 구경하였습니다
0	근정전 안이었던 듯 해요
1	옛날에 지어졌는데도 어쩜 저렇게 멋스럽게그리고 정교하게 했을까감탄하며 보았습니다
-1	괜히 까꿍 놀이도 해봤습니다
1	단청이 멋있어서사진이 굉장히 운치있으면서도 잘 나왔죠사실 고궁 구경할 게 많을까금방 나오겠지 싶었는데이것 저것 보다보니 한 시간반이훌쩍 지나있더라구요
1	근처에서 점심 식사 하신 후소화시킬 겸 구경하는게 좋을 듯 합니다
1	길가에 꽃들도 이뻤지만소나무들이 정말 멋스럽습니다
0	분명 다들 비슷비슷한데구경하는 재미가 다 달라요 여기는 약방이 있는 곳인가 싶은 곳입니다
1	내부에 방들이 많더라구요
0	괜히 허준 생각나면서 옛날 의료원인가봐하면서 둘러보았습니다
0	걷다가 조금 힘들 때 쉬기 좋은 곳이었어요
0	근처에 벤치가 있어서그늘 있는 자리에서 잠시 쉬었습니다
1	어딘지 기억이 안나는데자개가 정말 예뻐서 홀리듯이 찍었습니다
1	경복궁 창경궁과는 다른 매력이 있었던창덕궁 나들이오랜만에 편안하게 거니는 시간을 가져서 그런지제대로 힐링하고 온 듯 한 기분입니다
0	주변을 돌아보니 데이트 온 연인들귀여운 아가들과 함께 온 가족분들 모두저마다 행복해보였습니다
1	또 예쁜 한복 입고 사진 찍는 분들도 계셨어요
1	종로 근처에서 어딜 구경하면 좋을까 싶을 때 다녀오면 좋은 곳입니다
-1	몇년 전 까지만 해도 학생들을 데리고 유적지 탐방이나 궁궐 나들이를 갔었는데 최근에는 그럴 일이 없어졌어요
-1	세월호 사건이후 단체로 체험 학습을 가는 일은 염려와 걱정이 되었고 올해는 코로나 여파로 꿈도 못 꾸는 일이 되어 버렸네요
-1	하지만 체험은 직접 몸으로만 할 수 있는 것은 아니에요
0	책을 통해 간접적으로도 얼만든지 할 수 있지요 를 통해 간접적이긴 하지만 창덕궁을 샅샅이 훑어볼 수 있게 되었어요
1	에 나오는 창덕궁은 궁궐의 위엄을 읽지 않으면서도 편안히 쉴 수 있도록 아기자기하게 꾸며져 있어요
1	그리고 창덕궁은 임금과 왕실 가족의 따뜻한 집이자 나랏일을 보는 국가의 중심 역할을 해 주었어요
0	특히 자연의 아름다움을 그대로 살린 후원은 한국의 대표적인 정원으로 손꼽혀 세계문화유산으로 등록되었어요
1	창덕궁의 아름다운 모습을 섬세한 그림과 운율을 살려 쓴 짧은 글과 함께 읽으며 창덕궁이 자아내는 기품 어린 아름다움을 간접적으로 감상할 수 있습니다
0	국가적 행사와 왕실의 생활상 역사적 시대와 사건들을 자연스럽게 익히며 각각의 건물과 장소에 얽힌 역사도 알 수 있어요
0	창덕궁은 서울 종로구 와룡동에 있는 궁으로 사적 제 호로 지정된 조선시대 궁궐이에요
0	창덕궁과 그 후원의 아름다움은 세계도 인정하여 년 유네스코 세계문화유산으로 등록되었어요
1	궁궐을 관람하고 싶으신분은 일반관람과 특별 관람 중 본인이 편안한 대로 하시면 됩니다
0	먼저 궁궐을 돌아보는 것은 일반관람이며 안내원을 따라 후원을 둘러보는 것은 후원 특별 관람이에요
0	돈화문창덕궁 돈화문창덕궁에 들어가기 위해서는 보물 제 호인 돈화문을 거쳐야 해요
0	돈화문은 창덕궁으로 들어가는 정문이에요
-1	매일 새벽 시가 되면 백성들의 평안을 기원하는 쇠북을 번이나 울리고 나쁜 기운이 궁으로 들어오는 것을 막아주는 개의 잡상도 있어요
0	진선문금천교를 지나 진선문이 나와요 왕이 조상의 제사를 지내기 위해 진선문 마당에서 왕의 행차가 출발해요
0	제례를 지내는 종묘로 행차하기 위해 만 명이 동원되었다고 해요
1	그 정도로 위엄과 화려함을 갖춘 행사라고 볼 수 있어요
0	인정전창덕궁 인정전인정전은 창덕궁의 중심이 되는 건물이에요
0	인정전 앞마당을 조정이라고 하는데 이곳에서 새해나 동지 왕이 생일 외국 사신을 맞이할 때 잔치를 했어요
0	선정전왕이 나랏일을 하는 곳이에요
0	왕과 신화들이 모여 회의를 하고 전국에서 올라오는 문서를 읽고 받을 보냈던 곳이에요
0	낙선재창덕궁 낙선재세자 궁 옆에 있으며 왕실 가족들이 사는 공간이에요
0	조선의 마지막 왕이었던 순종과 순종의 왕비 영친왕과 부인이 남은 여생을 이곳에서 보냈어요
0	일월오봉도 일월오악도해와 달 다섯 개의 봉우리 솨나무와 폭포 그림이에요
0	왕이 앉는 용상 뒤편에는 일월오봉도 병풍이 있어요
0	승화루와 칠분서승화루는 세자가 공부하는 도서관이에요
0	칠분서는 승화루와 지금은 터만 남은 세자궁이었던 중희당을 이어주는 복도예요
0	대조전왕비가 사는 건물로 왕과 왕비가 잠을 자거나 쉬는 공간이에요
1	왕비의 건물답게 뒤쪽에는 아름다운 계단식 화단과 굴뚝이 어우러진 뜰이 있어요
0	부용지와 부용정부용은 연꽃을 말하는데요
0	부용지는 네모난 모양의 연못이에요
1	이 연못 안에는 하늘을 뜻하는 둥근 섬이 있고 그 옆에는 창덕궁 후원에서 가장 아름다운 정자인 부용정이 있어요
1	영화당과 춘당대영화당 앞의 넓은 마당인 춘당대는 과거 시험을 보던 장오예요
0	왕은 시험을 지켜보고 합격자에게는 어사화와 술을 내렸어요
0	그리고 왕이 활쏘기 연습을 하던 장소이기도 해요
0	주합루어수문을 지나 층으로 된 건물인 주합루를 만날 수 있는데요
0	정조가 세운 건물로 층 규장각에는 왕실 도서를 비치하였고 층 주합루는 공부를 하는 곳으로 쓰였어요
0	애련지와 애련정창덕궁 애련지와 애련정애련지 연못으로 물이 흘러드는 곳에 돌로 용머리를 조작한 것이 눈에 띄어요
0	숙종이 이곳 연못과 정자에 연꽃을 사랑한다는 뜻의 애련이라고 이름을 붙였어요
1	연경당연경당에는 서재로 쓰인 선항재의 독특한 해가림막이 유명해요
1	봄가을에는 선향재의 책들을 꺼내 말렸어요
1	옥류천과 청의정청의정은 창덕궁 후원에서 유일하게 초가지붕을 한 정자예요
0	청의정 바로 아래 바위와 폭포로 어우러진 옥류천이 있고 옆에는 작은 논이 있어요
0	이렇게 창덕궁에 있는 건물들의 이름과 위치 용도 등을 책을 통해 하나하나 살펴보는 것도 직접 체험을 하는 것 만큼 의미있는 일이에요
1	오늘 도서관에서 책을 빌려 가족이나 친구들과 함께 체험을 떠나보세요
0	안녕하세요
0	잇님들 꽃샘추위가 물러가니 봄이 오려나 싶은데 미세먼지가 몰려오네요
1	오늘은 묵은지 포스팅 창덕궁 나들이 입장료 및 이용시간 휴관일 후기 써볼게요한복도 입고 사진도 많이 찍은 행복한 시간이었습니당 년 유네스코 세계유산에 등재된 창덕궁 월 일 방문 했었는데요
0	일반관람과 문화재 해설사와 함께하는 특별관람이 있어요
0	우리는 일반관람으로 입장료는 대인 원 이에요
0	당일 회 유효한 입장권이구요
0	세 이하장애인 세 이상 노인분은 무료 입장이에요
0	참고로 휴관일은 월요일 이에요
0	창덕궁 안내장도 한장 챙겼어요
0	창덕궁은 서울시 종로구에 위치한 조선 시대의 궁궐인데요
1	한국적 분위기를 대표하는 중요한 문화유산이에요
0	조선시대 궁궐의 대표적인 모습이고 우리나라의 대표적 왕실 정원으로 가치가 높아요
0	매점카페테라스 같은곳도 한옥을 되어있으니 느낌이 색다르더라구요
0	우리의 것 이지만 참 아름답다는 생각을 새삼 느끼고 왔어요
1	도심에서 조선시대로 시간여행 온듯한 궁내잠시 생각도 정리되고 마음이 편안해 지더라구요
1	도심의 건물과 창덕궁이 어우러져더 아름다워 보이는 창덕궁 엄마와 여동생이 한복을 입고 궁안에 있으니여기가 조선시대인가 싶더라구요
1	너무 이쁘고 잘 어울려서 찍는 사진마다 작품이에요
-1	퀴즈가 만만치 않습니다
1	하나 둘 셋 ♀ ♂ 친구들이  정답 여부에 따라 표정이 밝아졌다
0	어두워졌다
0	함성 소리도 나네요
1	친구를 배려하는 맘이 너무 이쁩니다
1	친구와 함께 하는 것의 소중함과 즐거움을 압니다
0	토 시 부 팀김 원 윤 영 김 영 이 향가 반반 갈렸네요
0	정답은 입니다
0	이 팀은 마지막 코스인 청의정에 모여있어요
1	전원 관람 실패 친구 명이 관람 마치고 나오고 다시 명이 나오고 명만 청의정에 머물렀어요
1	친구가 속상해하는 마음이 느껴져 재미로 한 수업이었지만 저 또한 맘이 신경쓰였답니다
1	선생님 저 다시 돌아가서 친구랑 같이 나올래요 저두요 저두요 너무 마음이 예쁩니다
1	통과하면 작지만 선물을 준다고 했기 때문에 그냥 나올 수 있었는데 최근 새로 온 친구를 위해 우리 아이들 셋이서 다시 손 잡아주러 들어갔습니다
1	한우리 연필지우개 자 포스트잇 문구류 종 세트를 받을 수 있는 기회를 친구를 위하는 마음으로 포기하길래 넘 예뻐서 이 팀은 모든 친구에게 주었답니다
1	앞으로도 친구를 배려하는 예쁜 마음 간직하길 바라 토 분 부 팀김 인 임 원맞았어요
0	정답은 입니다
1	이 팀은 한 문제 차이로 임 원 친구만 미션 수행했네요
1	엎치락뒤치락 얼마나 승부욕들이 강하던지 어려운 문화재 수업을 나름 고민 많이 했는데생각보다 더 재미있게 풀어가며 한 것 같습니다
1	세 번째 반복관람 후 다시 장소를 기억해 보며 붙임딱지를 붙여요 깔깔깔 게임식 수업을 마치고 다시 집중 모드로 들어가서 정리를 합니다
0	네 번째 반복 다 붙였나요
0	이제 앞에 나와서 선생님이 오려둔 곳들 맞는 위치에 갖다 붙이세요
1	친구들이 개 골라서 장소에 붙입니다
1	창덕궁 안내가이드가 되어도 될만큼 반복했는데 아직 헷갈리는 친구에겐 집에 가서 책 한번 더 읽어오기로 약속했습니다
1	스스로 약속 지키자 이제 우리나라 유네스코 세계 문화유산을 보며 그 가치를 느껴보겠습니다
1	친구들이 창덕궁에 집중해서 암기하기보다는 오늘의 수업을 계기로 궁궐과 문화재에 대한 호기심이 생길 동기부여가 되고 우리 문화유산을 보며 자긍심을 갖길 바랍니다
0	조선의 궁궐에 관심도 가지고 서울 갈 일 있을 때 경복궁 창덕궁 덕수궁 돌담길도 걸어보라 했습니다
1	같이 자랑스러운 우리 문화유산을 감상해보아요
0	수원화성입니다
-1	        조선 정조 임금 때 정약용에 의해 설계된 수원화성은 성곽의 과학적 건축 설계뿐 아니라 자연과의 아름다움까지 지니고 있는 계획 도시입니다
0	합천 해인사의 장경판전입니다
